path,x1,y1,x2,y2
2357 brick corner 1x2x2 070R.png,75,122,288,301
2357 brick corner 1x2x2 030R.png,82,77,270,320
2357 brick corner 1x2x2 060L.png,100,83,290,304
2357 brick corner 1x2x2 382R.png,98,85,322,295
2357 brick corner 1x2x2 035L.png,112,72,283,291
2357 brick corner 1x2x2 058R.png,109,74,309,319
2357 brick corner 1x2x2 179R.png,85,101,304,312
2357 brick corner 1x2x2 088L.png,91,112,303,291
2357 brick corner 1x2x2 371L.png,74,102,334,328
2357 brick corner 1x2x2 316L.png,66,122,331,280
2357 brick corner 1x2x2 203L.png,106,107,315,322
2357 brick corner 1x2x2 159R.png,70,96,319,294
2357 brick corner 1x2x2 078L.png,110,118,331,317
2357 brick corner 1x2x2 195L.png,69,123,335,284
2357 brick corner 1x2x2 148L.png,80,106,330,317
2357 brick corner 1x2x2 202R.png,108,110,304,284
2357 brick corner 1x2x2 045R.png,103,91,274,313
2357 brick corner 1x2x2 072L.png,117,81,319,321
2357 brick corner 1x2x2 248R.png,100,102,300,289
2357 brick corner 1x2x2 029R.png,86,94,304,310
2357 brick corner 1x2x2 106R.png,90,96,322,297
2780 Peg with friction 033L.png,165,125,237,277
2780 Peg with friction 328R.png,162,160,237,245
2780 Peg with friction 228L.png,162,107,240,292
2780 Peg with friction 055L.png,156,125,245,273
2780 Peg with friction 140R.png,163,111,237,289
2780 Peg with friction 192R.png,112,161,289,239
2780 Peg with friction 265R.png,150,117,254,283
2780 Peg with friction 070L.png,113,122,286,280
2780 Peg with friction 269L.png,137,147,263,249
2780 Peg with friction 041L.png,124,125,277,274
2780 Peg with friction 084R.png,149,153,251,250
2780 Peg with friction 313L.png,107,153,294,251
2780 Peg with friction 284L.png,166,106,235,293
2780 Peg with friction 347L.png,106,164,294,234
2780 Peg with friction 353R.png,123,129,280,271
2780 Peg with friction 166L.png,118,116,283,282
2780 Peg with friction 124R.png,131,116,269,283
2780 Peg with friction 176L.png,142,106,255,293
2780 Peg with friction 170R.png,139,117,260,284
2780 Peg with friction 281R.png,167,114,234,287
2780 Peg with friction 074R.png,124,119,276,282
2780 Peg with friction 034L.png,126,116,274,282
2780 Peg with friction 369L.png,107,165,292,237
2780 Peg with friction 336R.png,167,112,231,288
2780 Peg with friction 257R.png,133,129,271,269
2780 Peg with friction 344L.png,130,130,269,275
2780 Peg with friction 299L.png,110,128,292,269
2780 Peg with friction 368L.png,123,112,275,290
2780 Peg with friction 393L.png,108,164,294,236
2780 Peg with friction 075R.png,124,145,271,255
2780 Peg with friction 115R.png,155,154,249,246
2780 Peg with friction 123R.png,149,112,252,289
2780 Peg with friction 334L.png,108,146,294,256
2780 Peg with friction 072L.png,108,133,292,264
2780 Peg with friction 232R.png,127,133,272,266
2780 Peg with friction 326R.png,158,111,240,288
2780 Peg with friction 267L.png,107,143,294,259
2780 Peg with friction 184L.png,115,162,281,237
2780 Peg with friction 184R.png,122,165,281,236
2780 Peg with friction 384L.png,133,158,267,241
2780 Peg with friction 303L.png,137,158,261,241
2780 Peg with friction 331L.png,136,108,266,291
2780 Peg with friction 040L.png,156,107,247,291
2780 Peg with friction 213L.png,164,112,236,291
2780 Peg with friction 021L.png,157,128,244,277
2780 Peg with friction 193L.png,147,117,254,283
2780 Peg with friction 341L.png,115,135,286,263
2780 Peg with friction 222L.png,121,135,282,269
2780 Peg with friction 151R.png,116,151,280,248
2780 Peg with friction 227R.png,135,147,265,256
2780 Peg with friction 298L.png,140,106,260,292
2780 Peg with friction 236R.png,112,140,288,260
2780 Peg with friction 091L.png,156,128,242,272
2780 Peg with friction 099L.png,144,150,255,255
2780 Peg with friction 064R.png,143,128,259,276
2780 Peg with friction 339R.png,139,144,265,259
2780 Peg with friction 292R.png,112,161,286,238
2780 Peg with friction 212L.png,143,144,259,251
2780 Peg with friction 288R.png,163,112,236,289
2780 Peg with friction 290L.png,115,121,288,277
2780 Peg with friction 070R.png,167,127,236,278
2780 Peg with friction 128R.png,132,141,268,257
2780 Peg with friction 382L.png,151,117,248,286
2780 Peg with friction 259R.png,112,144,287,256
2780 Peg with friction 019L.png,145,166,250,237
2780 Peg with friction 005L.png,124,164,271,235
2780 Peg with friction 012L.png,122,156,273,245
2780 Peg with friction 041R.png,128,131,271,271
2780 Peg with friction 255R.png,111,157,289,245
2780 Peg with friction 235L.png,136,118,266,285
2780 Peg with friction 262R.png,126,145,278,257
2780 Peg with friction 352L.png,108,139,292,259
2780 Peg with friction 050L.png,163,106,234,294
2780 Peg with friction 251R.png,148,129,253,269
2780 Peg with friction 092R.png,151,161,254,238
2780 Peg with friction 082R.png,111,153,289,247
2780 Peg with friction 205L.png,115,122,287,281
2780 Peg with friction 377R.png,154,130,241,271
2780 Peg with friction 364R.png,117,143,283,257
2780 Peg with friction 229R.png,127,121,276,280
2780 Peg with friction 095R.png,142,126,257,271
2780 Peg with friction 145L.png,136,165,261,240
2780 Peg with friction 202L.png,130,154,271,251
2780 Peg with friction 232L.png,124,129,281,270
2780 Peg with friction 032L.png,140,160,259,244
2780 Peg with friction 309R.png,147,111,252,288
2780 Peg with friction 336L.png,138,106,263,293
2780 Peg with friction 139R.png,114,133,285,270
2780 Peg with friction 175R.png,149,159,246,241
2780 Peg with friction 329R.png,111,147,288,251
2780 Peg with friction 176R.png,164,111,236,288
2780 Peg with friction 353L.png,135,126,262,277
2780 Peg with friction 102R.png,166,165,238,232
2780 Peg with friction 163R.png,118,130,282,273
2780 Peg with friction 333L.png,109,129,293,268
2780 Peg with friction 394L.png,119,115,280,285
2780 Peg with friction 067R.png,120,128,282,271
2780 Peg with friction 375R.png,119,134,279,263
2780 Peg with friction 387R.png,155,134,245,270
2780 Peg with friction 397L.png,163,116,242,281
2780 Peg with friction 179L.png,151,118,253,282
2780 Peg with friction 391L.png,107,159,291,239
2780 Peg with friction 237L.png,125,155,277,245
2780 Peg with friction 168L.png,155,121,244,279
2780 Peg with friction 369R.png,164,167,232,236
2780 Peg with friction 020R.png,134,168,266,234
2780 Peg with friction 155L.png,136,137,263,264
2780 Peg with friction 185R.png,112,157,288,240
2780 Peg with friction 149L.png,107,164,294,239
2780 Peg with friction 249L.png,124,137,277,260
2780 Peg with friction 390R.png,168,157,234,247
2780 Peg with friction 213R.png,129,116,272,285
2780 Peg with friction 052L.png,148,151,252,252
2780 Peg with friction 362L.png,126,151,273,250
2780 Peg with friction 205R.png,163,125,239,275
2780 Peg with friction 116R.png,111,162,288,235
2780 Peg with friction 007L.png,132,132,268,271
2780 Peg with friction 049R.png,125,131,270,268
2780 Peg with friction 300R.png,112,141,288,260
2780 Peg with friction 338L.png,107,146,294,255
2780 Peg with friction 215R.png,131,121,266,279
2780 Peg with friction 079L.png,117,147,279,256
2780 Peg with friction 063L.png,109,145,289,254
2780 Peg with friction 237R.png,115,157,282,243
2780 Peg with friction 158R.png,166,111,232,289
2780 Peg with friction 271R.png,155,113,245,285
2780 Peg with friction 218L.png,155,123,251,274
2780 Peg with friction 365R.png,118,166,282,232
2780 Peg with friction 203L.png,165,166,236,236
2780 Peg with friction 101R.png,135,118,262,282
2780 Peg with friction 240R.png,120,125,276,276
2780 Peg with friction 189R.png,153,120,246,281
2780 Peg with friction 182L.png,146,107,251,293
2780 Peg with friction 238R.png,136,122,261,278
2780 Peg with friction 340R.png,112,141,289,257
2780 Peg with friction 007R.png,119,134,280,265
2780 Peg with friction 187R.png,117,156,286,246
2780 Peg with friction 003L.png,144,109,257,290
2780 Peg with friction 393R.png,139,165,260,234
2780 Peg with friction 291R.png,112,139,287,259
2780 Peg with friction 015L.png,109,166,292,237
2780 Peg with friction 053L.png,107,163,295,237
2780 Peg with friction 356R.png,143,133,254,268
2780 Peg with friction 018L.png,129,125,276,275
2780 Peg with friction 311R.png,165,128,233,272
2780 Peg with friction 143R.png,155,155,250,247
2780 Peg with friction 256L.png,141,125,259,280
2780 Peg with friction 230R.png,166,114,232,288
2780 Peg with friction 302R.png,125,151,278,244
2780 Peg with friction 023R.png,143,115,259,285
2780 Peg with friction 371L.png,155,106,244,293
2780 Peg with friction 229L.png,147,117,250,287
2780 Peg with friction 066R.png,111,148,288,254
2780 Peg with friction 077L.png,139,152,257,253
2780 Peg with friction 085R.png,160,112,242,288
2780 Peg with friction 169R.png,150,163,250,235
2780 Peg with friction 221L.png,107,165,292,236
2780 Peg with friction 360R.png,122,129,277,269
2780 Peg with friction 174L.png,132,108,270,291
2780 Peg with friction 299R.png,160,133,242,267
2780 Peg with friction 146R.png,112,136,287,262
2780 Peg with friction 114R.png,129,156,272,247
2780 Peg with friction 190L.png,146,146,259,257
2780 Peg with friction 347R.png,152,166,244,232
2780 Peg with friction 188L.png,160,108,239,292
2780 Peg with friction 061R.png,115,150,285,248
2780 Peg with friction 153R.png,111,153,289,244
2780 Peg with friction 103L.png,127,125,274,277
2780 Peg with friction 136R.png,121,130,279,267
2780 Peg with friction 323L.png,135,125,266,269
2780 Peg with friction 222R.png,127,139,272,266
2780 Peg with friction 011L.png,119,142,281,257
2780 Peg with friction 335R.png,125,119,275,280
2780 Peg with friction 224R.png,126,125,275,278
2780 Peg with friction 099R.png,112,152,288,250
2780 Peg with friction 392R.png,128,155,268,245
2780 Peg with friction 013R.png,130,115,272,284
2780 Peg with friction 398L.png,161,138,240,262
2780 Peg with friction 374L.png,158,109,240,293
2780 Peg with friction 361L.png,163,106,239,293
2780 Peg with friction 199R.png,131,150,269,252
2780 Peg with friction 121L.png,139,123,264,276
2780 Peg with friction 127L.png,113,122,286,281
2780 Peg with friction 231R.png,124,166,275,233
2780 Peg with friction 266L.png,117,121,286,281
2780 Peg with friction 065R.png,128,165,276,233
2780 Peg with friction 200R.png,118,165,283,232
2780 Peg with friction 254R.png,128,144,273,256
2780 Peg with friction 321R.png,129,130,271,272
2780 Peg with friction 022R.png,147,116,253,283
2780 Peg with friction 183R.png,111,154,289,246
2780 Peg with friction 337L.png,114,165,286,238
2780 Peg with friction 016L.png,108,137,293,263
2780 Peg with friction 318L.png,108,154,292,246
2780 Peg with friction 060R.png,135,132,268,271
2780 Peg with friction 132L.png,152,106,247,293
2780 Peg with friction 030L.png,156,107,249,294
2780 Peg with friction 283L.png,114,157,286,240
2780 Peg with friction 240L.png,145,119,257,280
2780 Peg with friction 349L.png,161,109,242,291
2780 Peg with friction 144L.png,152,164,247,234
2780 Peg with friction 080L.png,153,105,249,294
2780 Peg with friction 137R.png,117,166,281,232
2780 Peg with friction 133L.png,155,122,242,274
2780 Peg with friction 211L.png,154,120,250,276
2780 Peg with friction 086R.png,165,112,237,289
2780 Peg with friction 310L.png,133,133,262,271
2780 Peg with friction 045R.png,156,118,243,282
2780 Peg with friction 004L.png,106,144,293,259
2780 Peg with friction 383L.png,164,112,238,287
2780 Peg with friction 195R.png,130,135,272,261
2780 Peg with friction 207R.png,116,168,283,235
2780 Peg with friction 057L.png,133,109,265,292
2780 Peg with friction 167L.png,136,109,266,292
2780 Peg with friction 040R.png,136,113,265,286
2780 Peg with friction 354L.png,147,164,248,234
2780 Peg with friction 324R.png,168,111,234,289
2780 Peg with friction 161L.png,124,136,277,266
2780 Peg with friction 036L.png,142,164,259,235
2780 Peg with friction 057R.png,155,113,248,286
2780 Peg with friction 138L.png,106,150,294,247
2780 Peg with friction 067L.png,140,122,256,273
2780 Peg with friction 029L.png,132,111,265,290
2780 Peg with friction 037R.png,164,120,233,283
2780 Peg with friction 364L.png,129,141,271,262
2780 Peg with friction 216L.png,108,159,293,239
2780 Peg with friction 027L.png,157,106,245,294
2780 Peg with friction 211R.png,118,125,282,272
2780 Peg with friction 332R.png,119,128,282,270
2780 Peg with friction 274R.png,168,113,234,286
2780 Peg with friction 130R.png,116,129,285,271
2780 Peg with friction 209R.png,111,168,289,234
2780 Peg with friction 084L.png,107,149,294,251
2780 Peg with friction 177L.png,111,145,290,259
2780 Peg with friction 259L.png,145,139,255,258
2780 Peg with friction 255L.png,154,156,244,250
2780 Peg with friction 087R.png,135,132,269,266
2780 Peg with friction 047L.png,122,121,275,280
2780 Peg with friction 098L.png,107,142,294,254
2780 Peg with friction 033R.png,115,128,284,271
2780 Peg with friction 323R.png,119,130,280,266
2780 Peg with friction 357R.png,131,121,272,278
2780 Peg with friction 351L.png,131,158,267,241
2780 Peg with friction 051R.png,117,137,284,266
2780 Peg with friction 355R.png,135,128,268,275
2780 Peg with friction 279R.png,122,157,282,245
2780 Peg with friction 010R.png,141,114,259,285
2780 Peg with friction 212R.png,112,148,287,249
2780 Peg with friction 006R.png,147,112,251,289
2780 Peg with friction 139L.png,165,127,236,273
2780 Peg with friction 035R.png,145,111,253,288
2780 Peg with friction 197L.png,163,157,237,242
2780 Peg with friction 174R.png,162,113,239,286
2780 Peg with friction 123L.png,149,107,253,294
2780 Peg with friction 186L.png,127,127,269,271
2780 Peg with friction 031L.png,166,112,237,288
2780 Peg with friction 004R.png,166,148,232,257
2780 Peg with friction 289R.png,114,132,286,266
2780 Peg with friction 112R.png,124,129,279,271
2780 Peg with friction 314R.png,153,115,246,284
2780 Peg with friction 173L.png,143,119,257,282
2780 Peg with friction 274L.png,164,108,235,291
2780 Peg with friction 387L.png,110,129,290,272
2780 Peg with friction 241L.png,106,148,294,254
2780 Peg with friction 248L.png,110,134,291,269
2780 Peg with friction 318R.png,136,158,265,246
2780 Peg with friction 152R.png,143,114,260,285
2780 Peg with friction 001L.png,134,150,266,248
2780 Peg with friction 243R.png,163,112,237,288
2780 Peg with friction 239L.png,162,111,234,286
2780 Peg with friction 021R.png,116,131,284,272
2780 Peg with friction 157L.png,138,124,262,274
2780 Peg with friction 312R.png,132,118,270,280
2780 Peg with friction 010L.png,139,110,263,291
2780 Peg with friction 342R.png,166,115,231,287
2780 Peg with friction 381L.png,117,148,287,249
2780 Peg with friction 076R.png,124,119,277,280
2780 Peg with friction 297L.png,108,129,292,269
2780 Peg with friction 012R.png,118,157,285,241
2780 Peg with friction 023L.png,135,112,266,291
2780 Peg with friction 352R.png,144,141,251,255
2780 Peg with friction 090R.png,142,154,253,247
2780 Peg with friction 339L.png,110,138,288,260
2780 Peg with friction 089L.png,160,140,240,258
2780 Peg with friction 306L.png,147,126,254,271
2780 Peg with friction 075L.png,116,142,285,258
2780 Peg with friction 158L.png,141,106,259,294
2780 Peg with friction 209L.png,144,166,252,237
2780 Peg with friction 356L.png,114,128,289,271
2780 Peg with friction 043R.png,143,131,258,269
2780 Peg with friction 208R.png,112,144,287,257
2780 Peg with friction 039R.png,158,112,239,288
2780 Peg with friction 194R.png,166,117,238,281
2780 Peg with friction 349R.png,130,115,267,286
2780 Peg with friction 120L.png,139,131,261,272
2780 Peg with friction 334R.png,145,149,255,254
2780 Peg with friction 005R.png,116,166,287,234
2780 Peg with friction 284R.png,156,112,244,288
2780 Peg with friction 125L.png,164,110,234,291
2780 Peg with friction 177R.png,135,146,266,254
2780 Peg with friction 325L.png,163,108,240,292
2780 Peg with friction 133R.png,117,128,284,271
2780 Peg with friction 093R.png,115,135,285,263
2780 Peg with friction 093L.png,142,133,258,268
2780 Peg with friction 345L.png,109,150,289,248
2780 Peg with friction 198R.png,114,163,288,236
2780 Peg with friction 246R.png,159,111,243,288
2780 Peg with friction 359L.png,106,164,292,235
2780 Peg with friction 258L.png,156,106,245,293
2780 Peg with friction 180R.png,164,114,240,285
2780 Peg with friction 282R.png,166,114,232,287
2780 Peg with friction 155R.png,115,139,284,259
2780 Peg with friction 254L.png,115,139,285,257
2780 Peg with friction 322L.png,142,153,259,248
2780 Peg with friction 029R.png,146,115,257,284
2780 Peg with friction 221R.png,162,167,238,234
2780 Peg with friction 345R.png,135,155,270,247
2780 Peg with friction 268L.png,133,113,263,288
2780 Peg with friction 308L.png,106,149,295,248
2780 Peg with friction 087L.png,116,130,281,271
2780 Peg with friction 248R.png,149,136,252,263
2780 Peg with friction 049L.png,124,127,277,272
2780 Peg with friction 380L.png,162,108,238,293
2780 Peg with friction 060L.png,117,126,280,273
2780 Peg with friction 286R.png,112,151,288,248
2780 Peg with friction 305R.png,120,154,284,248
2780 Peg with friction 322R.png,111,155,288,245
2780 Peg with friction 055R.png,115,131,284,270
2780 Peg with friction 014R.png,165,147,233,248
2780 Peg with friction 094R.png,143,117,253,283
2780 Peg with friction 135L.png,141,111,260,292
2780 Peg with friction 271L.png,131,108,269,290
2780 Peg with friction 008R.png,133,125,267,274
2780 Peg with friction 083R.png,128,133,273,267
2780 Peg with friction 296L.png,114,118,286,279
2780 Peg with friction 122L.png,131,121,270,277
2780 Peg with friction 153L.png,155,149,247,245
2780 Peg with friction 138R.png,148,152,248,244
2780 Peg with friction 069L.png,132,147,263,253
2780 Peg with friction 245L.png,163,121,239,276
2780 Peg with friction 350L.png,127,152,273,249
2780 Peg with friction 231L.png,114,164,290,234
2780 Peg with friction 164R.png,150,111,247,288
2780 Peg with friction 073L.png,139,106,264,293
2780 Peg with friction 062R.png,162,112,236,289
2780 Peg with friction 119R.png,136,157,265,243
2780 Peg with friction 264L.png,119,154,277,243
2780 Peg with friction 398R.png,111,141,288,257
2780 Peg with friction 287L.png,109,165,292,236
2780 Peg with friction 327L.png,125,110,273,288
2780 Peg with friction 115L.png,106,151,294,247
2780 Peg with friction 253R.png,137,114,260,285
2780 Peg with friction 326L.png,165,106,238,293
2780 Peg with friction 219L.png,108,150,293,246
2780 Peg with friction 109L.png,164,165,234,238
2780 Peg with friction 194L.png,120,114,279,286
2780 Peg with friction 216R.png,138,162,263,238
2780 Peg with friction 163L.png,145,124,251,276
2780 Peg with friction 210R.png,121,153,279,245
2780 Peg with friction 242L.png,147,143,248,259
2780 Peg with friction 082L.png,148,148,247,249
2780 Peg with friction 328L.png,106,156,294,246
2780 Peg with friction 389L.png,107,150,292,248
2780 Peg with friction 047R.png,134,127,266,277
2780 Peg with friction 234R.png,121,132,277,269
2780 Peg with friction 027R.png,151,111,247,289
2780 Peg with friction 072R.png,153,135,244,260
2780 Peg with friction 233L.png,107,145,294,252
2780 Peg with friction 188R.png,168,113,234,288
2780 Peg with friction 317L.png,123,154,277,249
2780 Peg with friction 370R.png,166,112,233,288
2780 Peg with friction 068L.png,159,149,246,249
2780 Peg with friction 267R.png,166,145,232,254
2780 Peg with friction 270L.png,163,126,243,277
2780 Peg with friction 226R.png,118,127,283,275
2780 Peg with friction 302L.png,114,150,283,249
2780 Peg with friction 043L.png,114,129,287,274
2780 Peg with friction 006L.png,155,106,245,294
2780 Peg with friction 279L.png,117,152,279,246
2780 Peg with friction 191R.png,135,113,266,286
2780 Peg with friction 162L.png,106,164,294,234
2780 Peg with friction 358R.png,121,151,278,254
2780 Peg with friction 193R.png,122,122,275,278
2780 Peg with friction 144R.png,111,166,288,232
2780 Peg with friction 189L.png,121,115,281,284
2780 Peg with friction 014L.png,106,146,294,252
2780 Peg with friction 147L.png,161,106,236,293
2780 Peg with friction 051L.png,137,131,258,268
2780 Peg with friction 064L.png,116,122,281,278
2780 Peg with friction 111R.png,118,126,281,274
2780 Peg with friction 220R.png,114,132,285,269
2780 Peg with friction 219R.png,138,152,259,243
2780 Peg with friction 200L.png,120,163,279,234
2780 Peg with friction 008L.png,125,122,275,280
2780 Peg with friction 227L.png,111,142,290,257
2780 Peg with friction 078R.png,144,147,261,249
2780 Peg with friction 341R.png,130,138,265,259
2780 Peg with friction 280R.png,165,111,233,287
2780 Peg with friction 367L.png,113,142,287,254
2780 Peg with friction 277R.png,154,112,244,288
2780 Peg with friction 058L.png,163,107,240,292
2780 Peg with friction 262L.png,117,140,279,258
2780 Peg with friction 253L.png,143,109,261,290
2780 Peg with friction 280L.png,160,106,243,293
2780 Peg with friction 376L.png,150,139,245,260
2780 Peg with friction 145R.png,112,166,289,236
2780 Peg with friction 301R.png,167,114,234,287
2780 Peg with friction 039L.png,166,108,237,294
2780 Peg with friction 196L.png,121,115,281,286
2780 Peg with friction 308R.png,157,153,241,247
2780 Peg with friction 032R.png,112,162,288,240
2780 Peg with friction 377L.png,112,125,290,274
2780 Peg with friction 246L.png,153,106,245,294
2780 Peg with friction 195L.png,117,133,280,266
2780 Peg with friction 150R.png,135,157,261,243
2780 Peg with friction 321L.png,125,124,276,274
2780 Peg with friction 276R.png,129,116,268,286
2780 Peg with friction 217R.png,112,140,288,256
2780 Peg with friction 235R.png,129,121,271,279
2780 Peg with friction 268R.png,139,117,264,282
2780 Peg with friction 392L.png,112,152,290,247
2780 Peg with friction 371R.png,143,111,254,288
2780 Peg with friction 173R.png,122,122,277,276
2780 Peg with friction 313R.png,146,154,256,246
2780 Peg with friction 081R.png,115,159,284,240
2780 Peg with friction 201R.png,145,117,255,282
2780 Peg with friction 187L.png,124,151,271,247
2780 Peg with friction 088L.png,109,166,292,236
2780 Peg with friction 121R.png,120,128,277,273
2780 Peg with friction 081L.png,128,157,278,242
2780 Peg with friction 350R.png,115,153,284,245
2780 Peg with friction 146L.png,164,133,235,268
2780 Peg with friction 080R.png,150,111,246,288
2780 Peg with friction 130L.png,164,123,234,274
2780 Peg with friction 275L.png,146,119,254,278
2780 Peg with friction 044L.png,156,157,250,241
2780 Peg with friction 142R.png,119,144,284,254
2780 Peg with friction 035L.png,166,106,237,294
2780 Peg with friction 243L.png,158,107,240,293
2780 Peg with friction 192L.png,141,161,254,242
2780 Peg with friction 118L.png,117,116,283,283
2780 Peg with friction 113R.png,125,159,279,243
2780 Peg with friction 381R.png,124,151,276,246
2780 Peg with friction 250L.png,164,157,242,245
2780 Peg with friction 257L.png,120,127,277,275
2780 Peg with friction 107R.png,165,145,238,254
2780 Peg with friction 052R.png,111,152,288,248
2780 Peg with friction 319L.png,163,121,238,279
2780 Peg with friction 378R.png,165,111,232,288
2780 Peg with friction 083L.png,122,131,278,273
2780 Peg with friction 094L.png,129,112,273,288
2780 Peg with friction 128L.png,114,139,287,262
2780 Peg with friction 372R.png,127,136,271,264
2780 Peg with friction 170L.png,135,110,266,288
2780 Peg with friction 038L.png,132,162,272,243
2780 Peg with friction 390L.png,106,154,293,248
2780 Peg with friction 085L.png,164,107,236,294
2780 Peg with friction 122R.png,126,128,273,274
2780 Peg with friction 295R.png,168,118,234,281
2780 Peg with friction 026R.png,166,160,236,235
2780 Peg with friction 019R.png,111,167,289,234
2780 Peg with friction 129L.png,165,107,235,292
2780 Peg with friction 171L.png,137,109,265,292
2780 Peg with friction 097R.png,123,129,274,272
2780 Peg with friction 147R.png,155,112,245,289
2780 Peg with friction 386L.png,113,137,287,260
2780 Peg with friction 249R.png,119,141,278,257
2780 Peg with friction 278L.png,123,146,282,252
2780 Peg with friction 156L.png,140,111,261,288
2780 Peg with friction 042R.png,118,131,282,265
2780 Peg with friction 171R.png,148,113,251,286
2780 Peg with friction 037L.png,119,115,280,287
2780 Peg with friction 343R.png,135,155,265,248
2780 Peg with friction 071L.png,144,113,251,286
2780 Peg with friction 223R.png,147,163,256,236
2780 Peg with friction 011R.png,123,147,277,256
2780 Peg with friction 366L.png,116,143,282,253
2780 Peg with friction 223L.png,107,159,294,237
2780 Peg with friction 348R.png,131,168,270,237
2780 Peg with friction 020L.png,108,166,292,236
2780 Peg with friction 252R.png,159,122,243,274
2780 Peg with friction 304L.png,140,107,261,290
2780 Peg with friction 380R.png,165,112,232,287
2780 Peg with friction 015R.png,166,167,233,235
2780 Peg with friction 379L.png,113,137,285,265
2780 Peg with friction 196R.png,161,118,238,281
2780 Peg with friction 303R.png,112,159,288,237
2780 Peg with friction 056L.png,124,115,274,286
2780 Peg with friction 358L.png,121,148,282,257
2780 Peg with friction 159R.png,127,125,276,274
2780 Peg with friction 319R.png,117,124,281,274
2780 Peg with friction 048L.png,166,107,236,294
2780 Peg with friction 239R.png,126,117,274,282
2780 Peg with friction 061L.png,132,147,274,251
2780 Peg with friction 261R.png,147,144,253,259
2780 Peg with friction 002R.png,118,127,284,274
2780 Peg with friction 126L.png,160,107,242,293
2780 Peg with friction 031R.png,125,118,273,284
2780 Peg with friction 395L.png,131,145,273,255
2780 Peg with friction 063R.png,137,150,268,253
2780 Peg with friction 154L.png,123,113,276,285
2780 Peg with friction 076L.png,164,112,235,284
2780 Peg with friction 017R.png,159,156,240,249
2780 Peg with friction 160L.png,114,133,289,270
2780 Peg with friction 132R.png,146,111,254,288
2780 Peg with friction 247L.png,154,157,246,244
2780 Peg with friction 311L.png,112,125,290,277
2780 Peg with friction 203R.png,114,168,287,234
2780 Peg with friction 151L.png,123,148,278,251
2780 Peg with friction 272L.png,117,133,283,271
2780 Peg with friction 315R.png,140,134,259,269
2780 Peg with friction 340L.png,165,136,236,259
2780 Peg with friction 391R.png,136,162,269,238
2780 Peg with friction 220L.png,162,126,238,272
2780 Peg with friction 218R.png,117,128,283,271
2780 Peg with friction 180L.png,129,109,270,291
2780 Peg with friction 185L.png,164,155,235,244
2780 Peg with friction 384R.png,112,162,287,240
2780 Peg with friction 307L.png,106,151,294,246
2780 Peg with friction 182R.png,147,112,255,288
2780 Peg with friction 025L.png,133,108,267,292
2780 Peg with friction 292L.png,132,159,269,239
2780 Peg with friction 385L.png,116,149,284,255
2780 Peg with friction 386R.png,130,141,265,257
2780 Peg with friction 018R.png,126,129,272,271
2780 Peg with friction 181R.png,119,135,281,266
2780 Peg with friction 167R.png,151,113,248,286
2780 Peg with friction 378L.png,141,106,258,294
2780 Peg with friction 108R.png,150,133,245,266
2780 Peg with friction 178L.png,157,112,244,292
2780 Peg with friction 314L.png,128,111,273,290
2780 Peg with friction 365L.png,122,164,283,234
2780 Peg with friction 275R.png,120,125,278,274
2780 Peg with friction 241R.png,161,152,240,253
2780 Peg with friction 207L.png,124,166,280,237
2780 Peg with friction 056R.png,148,118,256,280
2780 Peg with friction 215L.png,133,116,271,283
2780 Peg with friction 198L.png,129,160,266,237
2780 Peg with friction 304R.png,145,113,258,286
2780 Peg with friction 366R.png,125,148,277,252
2780 Peg with friction 028R.png,135,114,263,285
2780 Peg with friction 206R.png,161,112,240,288
2780 Peg with friction 204L.png,128,110,270,291
2780 Peg with friction 270R.png,116,129,284,271
2780 Peg with friction 224L.png,139,121,264,283
2780 Peg with friction 251L.png,113,127,288,275
2780 Peg with friction 301L.png,164,109,234,292
2780 Peg with friction 181L.png,133,130,268,268
2780 Peg with friction 379R.png,135,139,270,260
2780 Peg with friction 131L.png,162,132,238,267
2780 Peg with friction 098R.png,149,144,249,250
2780 Peg with friction 291L.png,160,137,240,265
2780 Peg with friction 199L.png,112,146,289,253
2780 Peg with friction 086L.png,143,106,256,294
2780 Peg with friction 108L.png,111,130,291,271
2780 Peg with friction 281L.png,164,108,235,291
2780 Peg with friction 394R.png,160,119,244,279
2780 Peg with friction 000R.png,114,143,285,256
2780 Peg with friction 191L.png,164,107,235,291
2780 Peg with friction 264R.png,119,158,284,242
2780 Peg with friction 026L.png,108,159,293,238
2780 Peg with friction 134R.png,166,117,232,281
2780 Peg with friction 266R.png,155,124,243,276
2780 Peg with friction 395R.png,115,148,283,251
2780 Peg with friction 307R.png,148,153,247,243
2780 Peg with friction 296R.png,160,122,240,274
2780 Peg with friction 261L.png,108,139,293,260
2780 Peg with friction 175L.png,106,156,294,243
2780 Peg with friction 337R.png,124,166,277,235
2780 Peg with friction 172R.png,122,132,273,267
2780 Peg with friction 309L.png,154,106,247,294
2780 Peg with friction 105R.png,165,114,232,286
2780 Peg with friction 242R.png,112,145,289,254
2780 Peg with friction 277L.png,142,106,260,293
2780 Peg with friction 258R.png,147,111,255,288
2780 Peg with friction 068R.png,111,153,289,247
2780 Peg with friction 113L.png,113,155,283,243
2780 Peg with friction 046L.png,129,111,274,290
2780 Peg with friction 095L.png,117,124,284,277
2780 Peg with friction 183L.png,157,151,249,248
2780 Peg with friction 376R.png,112,144,288,258
2780 Peg with friction 396R.png,118,127,282,273
2780 Peg with friction 117R.png,122,152,278,246
